Frequency (Hz),Amplitude
2.2802653399668325e-05,2002.8675694997394
2.2818599311136624e-05,1601.9716433221606
2.2834545222604923e-05,2357.147581633183
2.2850491134073223e-05,2652.089635800989
2.2866437045541522e-05,763.7334968973104
2.2882382957009822e-05,845.6618344695696
2.289832886847812e-05,2635.198785375102
2.291427477994642e-05,667.5708099989532
2.293022069141472e-05,969.414154778034
2.294616660288302e-05,1973.2368142283692
2.296211251435132e-05,1422.8413387260023
2.297805842581962e-05,1020.9484482067651
2.2994004337287918e-05,739.9163420309825
2.3009950248756217e-05,2708.555938978756
2.3025896160224517e-05,3055.387292242001
2.3041842071692816e-05,3360.6329750088926
2.3057787983161116e-05,2207.7180305120405
2.3073733894629415e-05,4077.1236811763533
2.3089679806097715e-05,3086.7891982299275
2.3105625717566014e-05,3799.9190066537876
2.3121571629034313e-05,10636.36559011272
2.3137517540502613e-05,20880.522006560655
2.3153463451970912e-05,39114.61772590475
2.3169409363439212e-05,9153.998266814804
2.318535527490751e-05,5728.616855512944
2.320130118637581e-05,7823.139875102533
2.321724709784411e-05,2856.5259870535733
2.323319300931241e-05,1288.36075174863
2.324913892078071e-05,2760.1967704715803
2.326508483224901e-05,1878.1154502652132
2.3281030743717308e-05,2482.4980049902033
2.3296976655185607e-05,4358.603165023619
2.3312922566653907e-05,2189.3678548865687
2.3328868478122206e-05,590.6184741659201
2.3344814389590506e-05,2991.327820504764
2.3360760301058805e-05,375.01813249597086
2.3376706212527105e-05,1841.032490911814
2.3392652123995404e-05,2900.8878551160183
2.3408598035463704e-05,927.6668438239323
2.3424543946932003e-05,1665.0151279644965
2.3440489858400302e-05,1669.2157185778326
2.3456435769868602e-05,1622.1818572436262
2.34723816813369e-05,1942.26789256402
2.3488327592805204e-05,1659.6944015981728
2.3504273504273504e-05,2540.402881221714
2.3520219415741803e-05,1098.6312642557364
2.3536165327210102e-05,1496.2006685808367
2.3552111238678402e-05,1506.8513012134995
2.35680571501467e-05,1386.664122667719
2.3584003061615e-05,1214.037297385283
2.35999489730833e-05,3549.89390846135
2.36158948845516e-05,2349.959660027236
2.36318407960199e-05,4760.236709462096
2.36477867074882e-05,853.0870848890162
2.3663732618956498e-05,1286.6606948233896
2.3679678530424797e-05,325.7750721999728
2.3695624441893097e-05,795.0777105401119
2.3711570353361396e-05,2480.96155601218
2.3727516264829696e-05,2021.1250190898843
2.3743462176297995e-05,1347.315282713281
2.3759408087766295e-05,661.864983486797
2.3775353999234594e-05,1062.2011644419783
2.3791299910702894e-05,784.6701994096655
2.3807245822171193e-05,888.5550817359779
2.3823191733639493e-05,1410.6917822967139
2.3839137645107792e-05,424.22428973635937
2.385508355657609e-05,851.4916285280812
2.387102946804439e-05,2385.119736461574
2.388697537951269e-05,2031.0335832484222
2.390292129098099e-05,1089.9935400870052
2.391886720244929e-05,1764.577512168758
2.393481311391759e-05,2635.397755307809
2.3950759025385888e-05,2450.618093369787
2.3966704936854188e-05,2162.171848869867
2.3982650848322487e-05,910.6677544383211
2.3998596759790786e-05,2041.7626651007959
2.4014542671259086e-05,1772.7193681692036
2.4030488582727385e-05,915.9286959414536
2.4046434494195685e-05,682.6180266527346
2.4062380405663984e-05,2764.0218283503714
2.4078326317132284e-05,818.2363910834307
2.4094272228600583e-05,329.83785609240675
2.4110218140068883e-05,1284.2711949265718
2.4126164051537182e-05,2624.105715841799
2.414210996300548e-05,1108.6170769422943
2.4158055874473784e-05,629.7043210229052
2.4174001785942084e-05,2460.643872436369
2.4189947697410383e-05,912.580295153024
2.4205893608878683e-05,95.41859792917184
2.4221839520346982e-05,232.65728143397524
2.423778543181528e-05,2502.6374083768455
2.425373134328358e-05,946.1743942936591
2.426967725475188e-05,1171.4740882342578
2.428562316622018e-05,1473.13714658589
2.430156907768848e-05,792.537929274567
2.431751498915678e-05,863.6700415065022
2.4333460900625078e-05,1157.4978656502028
2.4349406812093378e-05,629.2517708383591
2.4365352723561677e-05,284.8809118678572
2.4381298635029977e-05,536.5490768279061
2.4397244546498276e-05,1598.1603730054333
2.4413190457966575e-05,640.1876515924582
2.4429136369434875e-05,1528.9910812970295
2.4445082280903174e-05,946.5781098651207
2.4461028192371474e-05,1177.0832840724888
2.4476974103839773e-05,2090.144695741559
2.4492920015308073e-05,475.5105283554656
2.4508865926776372e-05,405.3088355967412
2.452481183824467e-05,1698.7749400776895
2.454075774971297e-05,1058.4118919306568
2.455670366118127e-05,1659.1177146099442
2.457264957264957e-05,1543.0312177388532
2.458859548411787e-05,2422.390705403089
2.460454139558617e-05,618.7861414104152
2.4620487307054468e-05,1750.3716006435106
2.4636433218522768e-05,491.5630167531299
2.4652379129991067e-05,1511.989896675253
2.4668325041459367e-05,1435.5583089351278
2.4684270952927666e-05,1346.6859769346656
2.4700216864395965e-05,1345.5215396371086
2.4716162775864265e-05,1297.3236468570735
2.4732108687332564e-05,877.3928825250409
2.4748054598800864e-05,1038.3487285109725
2.4764000510269163e-05,991.9935567627625
2.4779946421737463e-05,1062.6811835075093
2.4795892333205762e-05,2187.842544827365
2.481183824467406e-05,858.0627769953218
2.482778415614236e-05,1529.80309897326
2.4843730067610664e-05,403.997363784436
2.4859675979078963e-05,1007.8586359696283
2.4875621890547263e-05,2348.2706057245837
2.4891567802015562e-05,1034.827761016599
2.4907513713483862e-05,660.9538438044978
2.492345962495216e-05,1371.9113526751257
2.493940553642046e-05,2806.6394422512494
2.495535144788876e-05,684.3259216290968
2.497129735935706e-05,739.3445879889534
2.498724327082536e-05,1513.6086237813513
2.500318918229366e-05,1485.9160115201664
2.5019135093761958e-05,711.6637492350872
2.5035081005230257e-05,856.7905872793425
2.5051026916698557e-05,1489.4119241157503
2.5066972828166856e-05,444.01650229508147
2.5082918739635156e-05,1200.541844248444
2.5098864651103455e-05,1727.5966428079794
2.5114810562571755e-05,983.4968489333716
2.5130756474040054e-05,1876.3395239202162
2.5146702385508353e-05,238.67633117884657
2.5162648296976653e-05,1252.449964758627
2.5178594208444952e-05,542.4063852374114
2.5194540119913252e-05,1326.425990437919
2.521048603138155e-05,922.1732057564085
2.522643194284985e-05,451.38021620453685
2.524237785431815e-05,1409.5074530325862
2.525832376578645e-05,622.2065067640245
2.527426967725475e-05,1032.4406559866559
2.529021558872305e-05,1548.519828013116
2.5306161500191348e-05,601.054877015182
2.5322107411659647e-05,1385.8119687432363
2.5338053323127947e-05,1666.965521935265
2.5353999234596246e-05,668.325267512129
2.5369945146064546e-05,1221.757787916075
2.5385891057532845e-05,559.4444183628132
2.5401836969001145e-05,1755.5799807068781
2.5417782880469444e-05,1203.9680660222282
2.5433728791937743e-05,1652.5775861283364
2.5449674703406043e-05,717.7821629366589
2.5465620614874342e-05,745.8462676724116
2.5481566526342642e-05,829.2010376177986
2.549751243781094e-05,2045.0920979805019
2.5513458349279244e-05,739.2586268722469
2.5529404260747544e-05,1218.6213624820164
2.5545350172215843e-05,724.0205528948983
2.5561296083684142e-05,1368.509813354706
2.5577241995152442e-05,704.8934750734875
2.559318790662074e-05,963.9104574969342
2.560913381808904e-05,1776.055886115997
2.562507972955734e-05,809.8761665377943
2.564102564102564e-05,1290.8030090026566
2.565697155249394e-05,1759.5494780309987
2.567291746396224e-05,917.0894228550767
2.5688863375430538e-05,649.4032410798342
2.5704809286898837e-05,477.3283267417452
2.5720755198367137e-05,475.77451106754773
2.5736701109835436e-05,1231.6555930830323
2.5752647021303736e-05,246.3385094789142
2.5768592932772035e-05,716.9423663750505
2.5784538844240335e-05,116.18144262125762
2.5800484755708634e-05,1226.955245543909
2.5816430667176934e-05,1715.7064847476552
2.5832376578645233e-05,1054.768697029138
2.5848322490113532e-05,529.4854265531358
2.5864268401581832e-05,1233.6051950828103
2.588021431305013e-05,1219.6827004880392
2.589616022451843e-05,314.953567165492
2.591210613598673e-05,2111.488087818343
2.592805204745503e-05,1086.968818220324
2.594399795892333e-05,1066.3154127846497
2.595994387039163e-05,826.5027349345638
2.5975889781859928e-05,1161.0814025582772
2.5991835693328227e-05,667.7491167046561
2.6007781604796527e-05,688.7512275346609
2.6023727516264826e-05,507.90133723751615
2.6039673427733126e-05,594.1572938568949
2.6055619339201425e-05,879.7405700858865
2.6071565250669725e-05,1133.4352267355002
2.6087511162138024e-05,707.1587991820288
2.6103457073606324e-05,496.9535592949686
2.6119402985074623e-05,143.7958079806229
2.6135348896542923e-05,495.8030432221546
2.6151294808011222e-05,620.1090215720027
2.616724071947952e-05,378.89562903563495
2.618318663094782e-05,195.71245731246384
2.6199132542416124e-05,230.91091969262857
2.6215078453884423e-05,307.9438699042013
2.6231024365352723e-05,590.6452864549599
2.6246970276821022e-05,1035.7204727013752
2.626291618828932e-05,655.1792278394515
2.627886209975762e-05,955.9552221162393
2.629480801122592e-05,1113.5380361163802
2.631075392269422e-05,823.5923450089277
2.632669983416252e-05,786.206945535381
2.634264574563082e-05,1482.6118525328054
2.6358591657099118e-05,313.8659474273359
2.6374537568567418e-05,422.8057903395322
2.6390483480035717e-05,2520.068918783593
2.6406429391504016e-05,691.7952644866766
2.6422375302972316e-05,1311.2364467157302
2.6438321214440615e-05,258.1854327541682
2.6454267125908915e-05,2024.9785459196876
2.6470213037377214e-05,1183.6431935519804
2.6486158948845514e-05,381.9035014848985
2.6502104860313813e-05,725.1158014941299
2.6518050771782113e-05,1166.5535084814708
2.6533996683250412e-05,1041.3143232295051
2.654994259471871e-05,758.7484913417487
2.656588850618701e-05,679.2666597418566
2.658183441765531e-05,662.8812536816375
2.659778032912361e-05,1392.195502138348
2.661372624059191e-05,483.8220020257503
2.662967215206021e-05,1479.5242557801726
2.6645618063528508e-05,907.9982021299239
2.6661563974996808e-05,657.521450061039
2.6677509886465107e-05,945.2690593039396
2.6693455797933407e-05,651.1721661269279
2.6709401709401706e-05,379.71753356395243
2.6725347620870005e-05,1465.989868487991
2.6741293532338305e-05,657.2877475178747
2.6757239443806604e-05,600.3766565979628
2.6773185355274904e-05,572.6378435748712
2.6789131266743203e-05,590.9629242558228
2.6805077178211503e-05,814.9203544290881
2.6821023089679802e-05,832.0573918360942
2.68369690011481e-05,683.1227463616599
2.68529149126164e-05,992.7667626665703
2.68688608240847e-05,343.3811684735662
2.6884806735553003e-05,816.8006047328262
2.6900752647021303e-05,1795.3422258077799
2.6916698558489602e-05,670.5184486789028
2.69326444699579e-05,894.3523032261212
2.69485903814262e-05,729.9839109137673
2.69645362928945e-05,699.5545596086339
2.69804822043628e-05,1128.6139761152274
2.69964281158311e-05,1494.8979575859819
2.70123740272994e-05,200.57952636839758
2.70283199387677e-05,455.01273726109633
2.7044265850235998e-05,1064.5678222944975
2.7060211761704297e-05,1656.7126600931306
2.7076157673172597e-05,743.984649709939
2.7092103584640896e-05,257.9526308951393
2.7108049496109196e-05,1887.5115098572214
2.7123995407577495e-05,677.6332158424096
2.7139941319045794e-05,374.3257946321599
2.7155887230514094e-05,623.331160547265
2.7171833141982393e-05,1080.6069574579446
2.7187779053450693e-05,897.176193491227
2.7203724964918992e-05,1322.7864704812964
2.721967087638729e-05,785.0961064291008
2.723561678785559e-05,1044.9514159093603
2.725156269932389e-05,204.18659686884382
2.726750861079219e-05,942.0825443788262
2.728345452226049e-05,347.7473887479556
2.729940043372879e-05,170.80075486915263
2.731534634519709e-05,1050.5994031372363
2.7331292256665388e-05,328.3333823138189
2.7347238168133687e-05,229.0267423871199
2.7363184079601987e-05,1158.9626829028753
2.7379129991070286e-05,87.1855867912049
2.7395075902538586e-05,373.1588752627934
2.7411021814006885e-05,280.798443503108
2.7426967725475184e-05,406.5305833674776
2.7442913636943484e-05,744.4833864565265
2.7458859548411783e-05,996.2786526776873
2.7474805459880083e-05,430.04335721030094
2.7490751371348382e-05,765.1823505364954
2.7506697282816682e-05,517.5660380672614
2.752264319428498e-05,493.05651436211673
2.753858910575328e-05,1577.9039541289746
2.755453501722158e-05,577.2266243254974
2.7570480928689883e-05,830.3528611726495
2.7586426840158182e-05,1395.5974885332803
2.7602372751626482e-05,283.9204041403279
2.761831866309478e-05,507.6520696226868
2.763426457456308e-05,290.69479895275043
2.765021048603138e-05,672.0611171371294
2.766615639749968e-05,498.13752766265037
2.768210230896798e-05,2377.759162543066
2.769804822043628e-05,301.4582524906787
2.7713994131904578e-05,936.2647634448542
2.7729940043372877e-05,891.4911956031353
2.7745885954841177e-05,1371.7659657371703
2.7761831866309476e-05,294.59158484511113
2.7777777777777776e-05,1051.7380687910552
2.7793723689246075e-05,999.6638945242947
2.7809669600714375e-05,596.7625410512267
2.7825615512182674e-05,365.4212019031922
2.7841561423650974e-05,677.651409535202
2.7857507335119273e-05,894.7250407292156
2.7873453246587572e-05,562.4895476284219
2.7889399158055872e-05,414.7487275563218
2.790534506952417e-05,880.4563240090898
2.792129098099247e-05,473.81942946874165
2.793723689246077e-05,958.3517144354406
2.795318280392907e-05,1061.074268461254
2.796912871539737e-05,28.72435355967443
2.798507462686567e-05,349.3781825596548
2.8001020538333968e-05,555.6236177357042
2.8016966449802267e-05,1005.4493567003332
2.8032912361270567e-05,1045.985971940782
2.8048858272738866e-05,1655.2471269923808
2.8064804184207166e-05,852.3232094488202
2.8080750095675465e-05,552.1092327045793
2.8096696007143765e-05,1070.4245034509227
2.8112641918612064e-05,543.2020101744504
2.8128587830080364e-05,1115.9727923698963
2.8144533741548663e-05,364.2746921713771
2.8160479653016962e-05,525.8296747990356
2.8176425564485262e-05,584.9807446223273
2.819237147595356e-05,196.03611936669253
2.820831738742186e-05,392.8420562342761
2.822426329889016e-05,602.6537584222123
2.8240209210358463e-05,462.11328766741434
2.8256155121826763e-05,765.7250948258062
2.8272101033295062e-05,791.0492175425445
2.828804694476336e-05,1653.6040171882405
2.830399285623166e-05,976.1716989088583
2.831993876769996e-05,471.087393486164
2.833588467916826e-05,625.9585200984249
2.835183059063656e-05,536.4290926983412
2.836777650210486e-05,1035.7333945704534
2.8383722413573158e-05,429.15779385078594
2.8399668325041458e-05,462.7956642416036
2.8415614236509757e-05,370.6656565213576
2.8431560147978056e-05,545.3930401760024
2.8447506059446356e-05,626.4095138320055
2.8463451970914655e-05,1055.9898698931784
2.8479397882382955e-05,774.9988110718112
2.8495343793851254e-05,450.81239514258533
2.8511289705319554e-05,1307.5520275924885
2.8527235616787853e-05,370.32811772947787
2.8543181528256153e-05,1606.1560953592511
2.8559127439724452e-05,1204.3726127385528
2.857507335119275e-05,427.29664040050955
2.859101926266105e-05,578.1084365402263
2.860696517412935e-05,947.0540515795793
2.862291108559765e-05,569.9827915600183
2.863885699706595e-05,691.500064807583
2.865480290853425e-05,477.77190117169243
2.8670748820002548e-05,790.1369180466507
2.8686694731470848e-05,348.06221839191596
2.8702640642939147e-05,1015.7657126643396
2.8718586554407446e-05,189.26525915814494
2.8734532465875746e-05,865.8991505165246
2.8750478377344045e-05,663.5194832965515
2.8766424288812345e-05,1028.405925402573
2.8782370200280644e-05,769.3709738020718
2.8798316111748944e-05,396.07348445099996
2.8814262023217243e-05,488.3727808091383
2.8830207934685543e-05,850.2215538952788
2.8846153846153842e-05,916.3500351393869
2.886209975762214e-05,535.3784974676687
2.887804566909044e-05,941.1908838205588
2.889399158055874e-05,226.578504801933
2.890993749202704e-05,897.0395035323013
2.8925883403495343e-05,1626.0257729236512
2.8941829314963642e-05,412.10670086918776
2.895777522643194e-05,479.5838226697796
2.897372113790024e-05,673.7173648491904
2.898966704936854e-05,190.37844932587112
2.900561296083684e-05,248.5640510598986
2.902155887230514e-05,929.8453337511904
2.903750478377344e-05,820.1967731712991
2.9053450695241738e-05,386.9456049097454
2.9069396606710038e-05,389.66319250971446
2.9085342518178337e-05,533.0553924201942
2.9101288429646637e-05,927.0457639507057
2.9117234341114936e-05,402.24128376087936
2.9133180252583235e-05,276.71469328973757
2.9149126164051535e-05,877.5130547496323
2.9165072075519834e-05,677.0312303916687
2.9181017986988134e-05,787.4638529361034
2.9196963898456433e-05,455.19937921649324
2.9212909809924733e-05,1443.7317457202832
2.9228855721393032e-05,850.1991244159868
2.924480163286133e-05,595.1749495813386
2.926074754432963e-05,457.8128453380752
2.927669345579793e-05,687.1555144120558
2.929263936726623e-05,420.89688765356175
2.930858527873453e-05,176.73494321271758
2.932453119020283e-05,996.4765034585781
2.934047710167113e-05,303.0141586101509
2.9356423013139428e-05,633.3511963865299
2.9372368924607727e-05,340.78242386343396
2.9388314836076027e-05,163.9082885987652
2.9404260747544326e-05,507.20298760188496
2.9420206659012626e-05,325.6647005159348
2.9436152570480925e-05,553.7410816940637
2.9452098481949224e-05,961.532706467753
2.9468044393417524e-05,554.4001674024195
2.9483990304885823e-05,508.89975483466077
2.9499936216354123e-05,1179.4206173851996
2.9515882127822422e-05,664.4851849507774
2.953182803929072e-05,168.76985756732333
2.954777395075902e-05,757.7896966591867
2.956371986222732e-05,524.2730493928677
2.957966577369562e-05,274.7786476493888
2.9595611685163923e-05,225.590356437641
2.9611557596632222e-05,358.9472919065681
2.9627503508100522e-05,811.0693488383896
2.964344941956882e-05,736.1747970969693
2.965939533103712e-05,400.47368586123883
2.967534124250542e-05,312.8236726841765
2.969128715397372e-05,515.8848719154809
2.970723306544202e-05,160.01519184254693
2.972317897691032e-05,1256.780726798019
2.9739124888378618e-05,925.5194448965273
2.9755070799846917e-05,467.7610619992241
2.9771016711315217e-05,421.2794796037713
2.9786962622783516e-05,130.7827600010722
2.9802908534251816e-05,752.0052079981659
2.9818854445720115e-05,203.2368894334729
2.9834800357188415e-05,664.4525973753114
2.9850746268656714e-05,1080.5070497365803
2.9866692180125013e-05,552.5223286417859
2.9882638091593313e-05,698.0392090705607
2.9898584003061612e-05,523.6635585489905
2.9914529914529912e-05,483.0465144186041
2.993047582599821e-05,785.4269613084501
2.994642173746651e-05,979.9278054461125
2.996236764893481e-05,335.90898991528564
2.997831356040311e-05,785.9970022826036
2.999425947187141e-05,323.912040253095
3.001020538333971e-05,417.2812134304276
3.0026151294808008e-05,390.48741239562634
3.0042097206276307e-05,314.98863196966505
3.0058043117744607e-05,472.17781659818934
3.0073989029212906e-05,387.6964338140802
3.0089934940681206e-05,375.7205082703342
3.0105880852149505e-05,185.60949222496183
3.0121826763617805e-05,565.1064137937823
3.0137772675086104e-05,427.650169990874
3.0153718586554403e-05,387.190301773013
3.0169664498022703e-05,491.37469330565574
3.0185610409491002e-05,288.2448566472612
3.0201556320959302e-05,1086.111545667833
3.02175022324276e-05,572.777053746825
3.02334481438959e-05,353.44851519748426
3.02493940553642e-05,788.7652874254496
3.02653399668325e-05,966.0823684769607
3.0281285878300802e-05,144.81054730474943
3.0297231789769102e-05,520.1575067469099
3.03131777012374e-05,1034.2001058518451
3.03291236127057e-05,405.78618394912513
3.0345069524174e-05,436.4120140908196
3.03610154356423e-05,645.9670325885726
3.03769613471106e-05,279.5917198983315
3.03929072585789e-05,266.14862339284764
3.0408853170047198e-05,786.5789771593277
3.0424799081515497e-05,673.0272913503252
3.0440744992983797e-05,604.325426909805
3.0456690904452096e-05,490.480048921217
3.0472636815920396e-05,534.5428932989647
3.0488582727388695e-05,674.2567458345713
3.0504528638856995e-05,1032.982580779236
3.052047455032529e-05,264.86899394333926
3.053642046179359e-05,24.756872098963935
3.055236637326189e-05,342.2502597148105
3.056831228473019e-05,551.4321447351373
3.058425819619849e-05,258.0841276663296
3.060020410766679e-05,471.22371050872044
3.061615001913509e-05,570.9292318393451
3.0632095930603394e-05,516.1333360499693
3.064804184207169e-05,470.24222881892985
3.066398775353999e-05,784.2773943465586
3.067993366500829e-05,1143.0974950228876
3.069587957647659e-05,1005.3797510758641
3.071182548794489e-05,192.2499249250866
3.072777139941319e-05,1008.2423283750719
3.074371731088149e-05,344.2369266262132
3.075966322234979e-05,612.2311828443777
3.077560913381809e-05,448.6937497016027
3.079155504528639e-05,440.33404545471046
3.080750095675469e-05,445.61115531887754
3.082344686822299e-05,1082.121938126954
3.0839392779691287e-05,892.7982168761656
3.0855338691159586e-05,868.1867610244901
3.0871284602627885e-05,724.9954986204431
3.0887230514096185e-05,1153.2251176756545
3.0903176425564484e-05,924.1231023615658
3.0919122337032784e-05,950.6506089665629
3.093506824850108e-05,96.33107225086158
3.095101415996938e-05,290.34839070870726
3.096696007143768e-05,865.9348632540206
3.098290598290598e-05,622.6272127720813
3.099885189437428e-05,523.158529178077
3.101479780584258e-05,677.4714509988879
3.103074371731088e-05,518.6632350246961
3.104668962877918e-05,323.7612433958724
3.106263554024748e-05,1081.3682061875008
3.107858145171578e-05,709.2877053047404
3.109452736318408e-05,559.6705108588203
3.111047327465238e-05,139.3464960822127
3.1126419186120677e-05,425.84022346541843
3.1142365097588976e-05,642.8615082219077
3.1158311009057275e-05,895.7088326677865
3.1174256920525575e-05,115.86932075531347
3.1190202831993874e-05,388.358033088522
3.1206148743462174e-05,830.0434839523584
3.122209465493047e-05,142.4274134593897
3.123804056639877e-05,427.5678018128926
3.125398647786707e-05,734.6577393652003
3.126993238933537e-05,386.20115323516615
3.128587830080367e-05,366.4511689172512
3.130182421227197e-05,1089.6091472388073
3.131777012374027e-05,942.9695160797111
3.133371603520857e-05,615.5629489691072
3.134966194667687e-05,814.8890655335175
3.136560785814517e-05,857.2678589693252
3.138155376961347e-05,482.28291392950223
3.139749968108177e-05,365.5676447742882
3.1413445592550067e-05,1360.5782587234703
3.1429391504018366e-05,133.55535272990053
3.1445337415486665e-05,281.43682124885254
3.1461283326954965e-05,432.5153456300267
3.1477229238423264e-05,1198.0687020386054
3.1493175149891564e-05,285.3601665461825
3.150912106135986e-05,331.1250433131295
3.152506697282816e-05,113.02925775629716
3.154101288429646e-05,858.054787628637
3.155695879576476e-05,344.33334758172555
3.157290470723306e-05,527.3797384170014
3.158885061870136e-05,400.10111700445003
3.160479653016966e-05,496.80990105244376
3.162074244163796e-05,453.1286870237543
3.163668835310626e-05,297.3944695688315
3.165263426457456e-05,324.3834006404546
3.166858017604286e-05,1027.8797945833765
3.168452608751116e-05,396.30642825725846
3.170047199897946e-05,821.2181207216662
3.1716417910447756e-05,903.0832372119936
3.1732363821916056e-05,281.9720502271079
3.1748309733384355e-05,715.5565753463395
3.1764255644852654e-05,549.5372862297836
3.1780201556320954e-05,267.08869803979024
3.179614746778925e-05,344.6455286329584
3.181209337925755e-05,452.71195017866006
3.182803929072585e-05,596.6095193022308
3.184398520219415e-05,242.59944530238727
3.185993111366245e-05,213.33490553822978
3.187587702513075e-05,383.2889697726321
3.189182293659905e-05,398.9265953534667
3.190776884806735e-05,20.768066323252736
3.192371475953565e-05,275.52824005000673
3.193966067100395e-05,946.5471765497347
3.195560658247225e-05,1002.6851583276982
3.197155249394055e-05,978.0828015923423
3.1987498405408853e-05,888.2735786762986
3.200344431687715e-05,456.283921188688
3.201939022834545e-05,825.049044314638
3.203533613981375e-05,1261.0887332465907
3.205128205128205e-05,775.658027570324
3.206722796275035e-05,791.0816512372323
3.208317387421865e-05,99.56620847733825
3.209911978568695e-05,817.8485979562769
3.211506569715525e-05,888.397206340966
3.213101160862355e-05,791.2361343955865
3.214695752009185e-05,387.1305024745078
3.216290343156015e-05,868.4874934565919
3.217884934302845e-05,378.82569886038345
3.2194795254496746e-05,300.1128550862438
3.2210741165965046e-05,811.7703309534675
3.2226687077433345e-05,926.8440208973036
3.2242632988901645e-05,1044.4148564456186
3.2258578900369944e-05,334.28090766366057
3.2274524811838244e-05,816.399236269261
3.229047072330654e-05,305.67128640289417
3.230641663477484e-05,1287.5049080597184
3.232236254624314e-05,397.55069951470284
3.233830845771144e-05,802.0347043558944
3.235425436917974e-05,1060.025889499448
3.237020028064804e-05,575.8990639640471
3.238614619211634e-05,204.42392259586046
3.240209210358464e-05,329.4097955426981
3.241803801505294e-05,357.3946026736064
3.243398392652124e-05,1004.7191826436836
3.244992983798954e-05,1193.8153515243646
3.246587574945784e-05,360.3040944610979
3.2481821660926136e-05,747.4752026765121
3.2497767572394436e-05,490.4157282007423
3.2513713483862735e-05,347.1899561424342
3.2529659395331035e-05,294.5855691232041
3.2545605306799334e-05,623.4706719400369
3.2561551218267634e-05,283.7048971232892
3.257749712973593e-05,971.0811805919625
3.259344304120423e-05,1167.4143861134462
3.260938895267253e-05,175.79060863554298
3.262533486414083e-05,123.7620825711829
3.264128077560913e-05,590.7742949417404
3.265722668707743e-05,382.5136905095497
3.267317259854573e-05,785.0752182208838
3.268911851001403e-05,611.5281761573125
3.270506442148233e-05,921.9425077787068
3.272101033295063e-05,584.1298877413567
3.273695624441893e-05,617.2112494916526
3.275290215588723e-05,431.5639343331068
3.2768848067355526e-05,650.8653400363308
3.2784793978823826e-05,717.3525447233237
3.2800739890292125e-05,517.9334896106961
3.2816685801760425e-05,733.5290744682906
3.2832631713228724e-05,424.5764955181211
3.2848577624697024e-05,530.0366654937351
3.286452353616532e-05,145.01391294138568
3.288046944763362e-05,239.1680909697969
3.289641535910192e-05,1017.66339714719
3.291236127057022e-05,504.66832552618746
3.292830718203852e-05,687.6602514907963
3.294425309350682e-05,614.4605172405177
3.296019900497512e-05,348.6192986189573
3.297614491644342e-05,826.7041712858467
3.299209082791172e-05,111.51961445297313
3.300803673938002e-05,563.1923429325656
3.302398265084832e-05,552.4552481837104
3.303992856231662e-05,798.4750491042647
3.3055874473784916e-05,221.71555990377072
3.3071820385253216e-05,768.8677376964891
3.3087766296721515e-05,346.8095553710776
3.3103712208189815e-05,360.9581977765166
3.3119658119658114e-05,649.9547908391766
3.3135604031126414e-05,317.7375670421633
3.315154994259471e-05,981.0392251381666
3.316749585406301e-05,187.55125988810062
3.318344176553131e-05,337.64751571313167
3.319938767699961e-05,385.214920629613
3.321533358846791e-05,303.1735036319348
3.323127949993621e-05,550.2580435934511
3.324722541140451e-05,385.11143848648027
3.326317132287281e-05,633.5118701848132
3.327911723434111e-05,319.26237242773794
3.329506314580941e-05,959.9721285577459
3.331100905727771e-05,449.94216984079185
3.332695496874601e-05,930.5126823743809
3.334290088021431e-05,1181.7533463468963
3.335884679168261e-05,399.8156134830108
3.337479270315091e-05,515.8001488634932
3.339073861461921e-05,661.8150132077211
3.340668452608751e-05,504.151428695999
3.342263043755581e-05,624.3611615025608
3.343857634902411e-05,501.2112140889333
3.345452226049241e-05,709.010927769462
3.347046817196071e-05,1395.4848737872449
3.348641408342901e-05,639.1770701952819
3.350235999489731e-05,442.2549948331739
3.351830590636561e-05,438.1235069895814
3.3534251817833907e-05,1062.5565417050439
3.3550197729302206e-05,555.9098595252506
3.3566143640770506e-05,501.2621062154297
3.3582089552238805e-05,290.5305763018966
3.3598035463707104e-05,254.73382342061697
3.3613981375175404e-05,316.4150147969668
3.36299272866437e-05,406.1687828138183
3.3645873198112e-05,327.3678529244157
3.36618191095803e-05,635.8912422798114
3.36777650210486e-05,730.3989598206996
3.36937109325169e-05,814.141810366788
3.37096568439852e-05,330.3848839642245
3.37256027554535e-05,209.62071814268273
3.37415486669218e-05,892.0520227279153
3.37574945783901e-05,574.1316669814054
3.37734404898584e-05,452.4506698548709
3.37893864013267e-05,452.4152051765766
3.3805332312795e-05,855.3588494217597
3.38212782242633e-05,665.7249552445127
3.3837224135731596e-05,689.6608669633987
3.3853170047199896e-05,472.94689352218745
3.3869115958668195e-05,1012.4408393305529
3.3885061870136494e-05,489.18960056568443
3.3901007781604794e-05,560.7977037175111
3.391695369307309e-05,647.005654037195
3.393289960454139e-05,585.6443907832053
3.394884551600969e-05,128.75903296425037
3.396479142747799e-05,406.52167952285083
3.398073733894629e-05,1052.763325748038
3.399668325041459e-05,995.3713609035435
3.401262916188289e-05,564.2287045189894
3.402857507335119e-05,309.2253352733031
3.404452098481949e-05,957.979238434615
3.406046689628779e-05,547.0110199113086
3.407641280775609e-05,462.84312905804506
3.409235871922439e-05,488.90989753183027
3.410830463069269e-05,338.4594285320125
3.4124250542160986e-05,604.9960223395
